rank,candidate_id,final_score,semantic_fit_score,skills_match_score,experience_fit_score,employer_tier_score,location_fit_score,behavioral_reliability_multiplier,profile_completeness,applied_penalties,reasoning
877,CAND_0065497,0.0397,0.5856,0.1547,0.1,0.6,0.6,0.0868,1.0,none,"Ritu Malhotra brings 2y of ML/AI experience, most recently at Initech as Mechanical Engineer. Strong hands-on match on Sentence Transformers, FAISS, Information Retrieval. Willing to relocate from Toronto. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
878,CAND_0002451,0.0394,0.643,0.1799,0.35,0.5383,1.0,0.0721,1.0,none,"Tanya Goyal brings 12y of ML/AI experience, most recently at Initech as Civil Engineer. Strong hands-on match on FAISS, Sentence Transformers, Information Retrieval. Based in Mumbai, Maharashtra. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
879,CAND_0015582,0.0394,0.5838,0.358,0.6,0.25,0.85,0.1804,0.8,consulting_penalty,"Aanya Subramanian brings 4y of ML/AI experience, most recently at Genpact AI as ML Engineer. Strong hands-on match on Qdrant, Pinecone, Deep Learning. Willing to relocate from Trivandrum, Kerala. Available in 120 days. Note: includes consulting history, longer notice period."
880,CAND_0028175,0.0393,0.5947,0.1708,0.85,0.3762,1.0,0.1207,0.8,consulting_penalty,"Nisha Sen brings 8y of ML/AI experience, most recently at Infosys as Mechanical Engineer. Strong hands-on match on FastAPI, FAISS, Pinecone. Willing to relocate from Kolkata, West Bengal. Available in 150 days. Note: includes consulting history, longer notice period."
881,CAND_0001095,0.0392,0.5905,0.1259,0.6,0.3618,1.0,0.14,0.8,consulting_penalty,"Shaurya Tiwari brings 10y of ML/AI experience, most recently at Wipro as Mechanical Engineer. Strong hands-on match on FAISS, RAG, Docker. Willing to relocate from Kolkata, West Bengal. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
882,CAND_0064181,0.0392,0.5596,0.2041,0.85,0.3484,1.0,0.13,0.8,consulting_penalty,"Saanvi Chopra brings 5y of ML/AI experience, most recently at Nykaa as Senior Software Engineer. Strong hands-on match on MLflow, Information Retrieval, PyTorch. Based in Noida, Uttar Pradesh. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
883,CAND_0029552,0.0391,0.6176,0.2441,0.6,0.5165,1.0,0.0832,0.8,consulting_penalty,"Ishaan Pillai brings 10y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Docker, RAG, Information Retrieval. Based in Gurgaon, Haryana. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
884,CAND_0014639,0.0389,0.5252,0.1786,0.35,0.4661,0.6,0.1307,0.8,consulting_penalty,"Siya Khanna brings 12y of ML/AI experience, most recently at Hooli as Content Writer. Strong hands-on match on FAISS, Docker, Sentence Transformers. Willing to relocate from Singapore. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
885,CAND_0068456,0.0389,0.5394,0.3847,0.6,0.5,0.65,0.0726,1.0,none,"Atharv Tiwari brings 4y of ML/AI experience, most recently at PharmEasy as Data Scientist. Strong hands-on match on Elasticsearch, RAG, Milvus. Based in Chennai, Tamil Nadu. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, longer notice period."
886,CAND_0086701,0.0389,0.5935,0.1683,0.1,0.5,1.0,0.097,0.65,none,"Rohan Shetty brings 1y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Pinecone, Sentence Transformers, RAG. Based in Noida, Uttar Pradesh. Available in 120 days. Note: recent inactivity, longer notice period, incomplete profile details."
887,CAND_0007411,0.0388,0.5834,0.6,1.0,0.6,0.85,0.06,1.0,none,"Rahul Bansal brings 8y of ML/AI experience, most recently at Amazon as Senior Machine Learning Engineer. Strong hands-on match on BM25, PyTorch, Deep Learning. Willing to relocate from Kochi, Kerala. Available in 15 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
888,CAND_0085521,0.0387,0.5727,0.1963,1.0,0.5507,0.3,0.0932,0.8,consulting_penalty,"Riya Goyal brings 6y of ML/AI experience, most recently at Hooli as Mechanical Engineer. Strong hands-on match on FastAPI, RAG, Sentence Transformers. Based in Chandigarh, Chandigarh. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
889,CAND_0022039,0.0386,0.6035,0.1296,0.85,0.3242,0.3,0.1326,1.0,consulting_penalty,"Amit Singh brings 5y of ML/AI experience, most recently at Wipro as Civil Engineer. Strong hands-on match on Docker, Information Retrieval, FAISS. Based in Kochi, Kerala. Available in 150 days · Active GitHub contributor. Note: includes consulting history, longer notice period."
890,CAND_0063037,0.0386,0.5568,0.4412,0.85,0.8162,0.3,0.0767,0.8,none,"Shaurya Menon brings 5y of ML/AI experience, most recently at PhonePe as Software Engineer. Strong hands-on match on RAG, Sentence Transformers, FAISS. Based in Kochi, Kerala. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
891,CAND_0078237,0.0386,0.6066,0.0926,0.6,0.5456,0.65,0.102,0.8,none,"Anjali Menon brings 4y of ML/AI experience, most recently at Acme Corp as Mechanical Engineer. Strong hands-on match on Sentence Transformers, RAG, FAISS. Based in Chennai, Tamil Nadu. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
892,CAND_0055414,0.0385,0.6296,0.1527,0.1,0.4832,1.0,0.1122,0.8,consulting_penalty,"Aarav Bose brings 14y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Information Retrieval, RAG, Kubernetes. Willing to relocate from Chennai, Tamil Nadu. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
893,CAND_0079092,0.0385,0.4881,0.2893,1.0,0.6761,0.65,0.07,1.0,none,"Vihaan Sharma brings 7y of ML/AI experience, most recently at upGrad as Analytics Engineer. Strong hands-on match on Sentence Transformers, BM25, Qdrant. Based in Kolkata, West Bengal. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
894,CAND_0008978,0.0384,0.5774,0.4029,1.0,0.355,1.0,0.0986,1.0,consulting_penalty,"Dev Pandey brings 6y of ML/AI experience, most recently at Tech Mahindra as Junior ML Engineer. Strong hands-on match on Milvus, MLflow, FAISS. Based in Pune, Maharashtra. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
895,CAND_0071204,0.0384,0.4514,0.224,0.6,0.8,0.3,0.1078,0.8,none,"Tanya Malhotra brings 4y of ML/AI experience, most recently at Swiggy as .NET Developer. Strong hands-on match on RAG, Kubernetes, FastAPI. Based in Ahmedabad, Gujarat. Available in 120 days. Note: recent inactivity, longer notice period."
896,CAND_0075504,0.0384,0.6763,0.4371,0.35,0.6,1.0,0.0598,1.0,none,"Ayaan Shah brings 3y of ML/AI experience, most recently at Yellow.ai as Junior ML Engineer. Strong hands-on match on TensorFlow, MLflow, RAG. Willing to relocate from Hyderabad, Telangana. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
897,CAND_0005247,0.0383,0.6024,0.1317,0.85,0.5,1.0,0.0875,0.8,none,"Ved Mehta brings 8y of ML/AI experience, most recently at Stark Industries as Civil Engineer. Strong hands-on match on RAG, Pinecone, FAISS. Based in Pune, Maharashtra. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
898,CAND_0070476,0.0383,0.5226,0.2579,0.6,0.6302,0.3,0.1069,1.0,consulting_penalty,"Deepak Kumar brings 4y of ML/AI experience, most recently at CRED as Software Engineer. Strong hands-on match on pgvector, scikit-learn, FastAPI. Based in Indore, Madhya Pradesh. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
899,CAND_0097563,0.0383,0.59,0.0856,1.0,0.5512,1.0,0.0743,1.0,none,"Dhruv Chopra brings 7y of ML/AI experience, most recently at Globex Inc as Mechanical Engineer. Strong hands-on match on FAISS, Pinecone, Information Retrieval. Based in Gurgaon, Haryana. Available in 150 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
900,CAND_0073339,0.0381,0.597,0.1601,0.6,0.514,0.3,0.0933,0.8,none,"Divya Bansal brings 4y of ML/AI experience, most recently at Globex Inc as Civil Engineer. Strong hands-on match on Pinecone, Information Retrieval, Sentence Transformers. Based in Chandigarh, Chandigarh. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
901,CAND_0077420,0.038,0.6262,0.158,0.1,0.5,0.3,0.1081,0.8,none,"Siya Goyal brings 14y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on Sentence Transformers, RAG, Information Retrieval. Based in Chandigarh, Chandigarh. Available in 150 days. Note: recent inactivity, longer notice period."
902,CAND_0089350,0.038,0.5934,0.1309,0.6,0.4248,0.65,0.108,0.8,consulting_penalty,"Aarohi Chowdary brings 9y of ML/AI experience, most recently at Infosys as Mechanical Engineer. Strong hands-on match on FAISS, Information Retrieval, RAG. Based in Chennai, Tamil Nadu. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
903,CAND_0052827,0.0378,0.5309,0.4,0.85,0.6464,1.0,0.0887,1.0,consulting_penalty,"Shreya Joshi brings 5y of ML/AI experience, most recently at Genpact AI as Data Scientist. Strong hands-on match on Information Retrieval, FAISS, pgvector. Based in Hyderabad, Telangana. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
904,CAND_0054248,0.0376,0.6023,0.0737,0.6,0.5782,1.0,0.0851,0.8,none,"Reyansh Trivedi brings 10y of ML/AI experience, most recently at Initech as Mechanical Engineer. Strong hands-on match on RAG, Information Retrieval, Sentence Transformers. Willing to relocate from Hyderabad, Telangana. Available in 60 days. Note: lower recruiter responsiveness, recent inactivity."
905,CAND_0020471,0.0373,0.5894,0.1399,1.0,0.4481,0.65,0.1084,0.8,consulting_penalty,"Ritu Desai brings 6y of ML/AI experience, most recently at Hooli as Project Manager. Strong hands-on match on Information Retrieval, RAG, FAISS. Based in Kolkata, West Bengal. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
906,CAND_0055216,0.0373,0.6123,0.1766,0.1,0.5,1.0,0.091,0.65,none,"Aisha Subramanian brings 2y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Docker, RAG, Sentence Transformers. Based in Pune, Maharashtra. Available in 60 days. Note: lower recruiter responsiveness, incomplete profile details."
907,CAND_0074896,0.0373,0.6049,0.1679,1.0,0.5,0.3,0.0782,0.8,none,"Vikram Hegde brings 7y of ML/AI experience, most recently at Wayne Enterprises as Business Analyst. Strong hands-on match on Kubernetes, RAG, FAISS. Based in Trivandrum, Kerala. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
908,CAND_0092678,0.0373,0.5707,0.2593,0.6,0.5,0.85,0.0678,1.0,none,"Aditya Kumar brings 4y of ML/AI experience, most recently at Vedantu as Senior Software Engineer. Strong hands-on match on pgvector, MLflow, RAG. Willing to relocate from Trivandrum, Kerala. Available in 90 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
909,CAND_0036650,0.0371,0.5368,0.1362,0.1,0.4695,1.0,0.1152,0.8,consulting_penalty,"Aisha Tiwari brings 14y of ML/AI experience, most recently at Pied Piper as Content Writer. Strong hands-on match on RAG, Information Retrieval, FAISS. Based in Delhi, Delhi. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
910,CAND_0081218,0.0368,0.5553,0.0971,0.6,0.412,1.0,0.1155,0.8,consulting_penalty,"Mira Agarwal brings 4y of ML/AI experience, most recently at TCS as Business Analyst. Strong hands-on match on FAISS, RAG, Pinecone. Willing to relocate from Pune, Maharashtra. Available in 120 days. Note: includes consulting history, recent inactivity, longer notice period."
911,CAND_0066886,0.0366,0.5858,0.1535,1.0,0.3819,0.65,0.1134,0.65,consulting_penalty,"Aadhya Menon brings 7y of ML/AI experience, most recently at Globex Inc as Civil Engineer. Strong hands-on match on MLflow, Sentence Transformers, FAISS. Based in Bangalore, Karnataka. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
912,CAND_0065963,0.0365,0.4711,0.3264,0.85,0.25,1.0,0.1598,1.0,consulting_penalty,"Reyansh Pandey brings 5y of ML/AI experience, most recently at Mphasis as Analytics Engineer. Strong hands-on match on Information Retrieval, BM25, scikit-learn. Willing to relocate from Mumbai, Maharashtra. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
913,CAND_0017185,0.0364,0.6131,0.149,1.0,0.5,0.3,0.0792,0.8,none,"Dhruv Rao brings 7y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on RAG, Pinecone, Sentence Transformers. Based in Chandigarh, Chandigarh. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
914,CAND_0068937,0.0363,0.5525,0.2222,0.1,0.5,0.65,0.0966,0.8,none,"Anil Malhotra brings 1y of ML/AI experience, most recently at Globex Inc as Business Analyst. Strong hands-on match on Kubernetes, FAISS, Sentence Transformers. Based in Bangalore, Karnataka. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
915,CAND_0024756,0.0362,0.5961,0.0778,0.6,0.4574,1.0,0.0784,1.0,consulting_penalty,"Mira Dalal brings 11y of ML/AI experience, most recently at Acme Corp as Mechanical Engineer. Strong hands-on match on Pinecone, Information Retrieval, Sentence Transformers. Based in Noida, Uttar Pradesh. Available in 60 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
916,CAND_0044753,0.0361,0.529,0.1889,0.85,0.675,0.85,0.0901,0.8,consulting_penalty,"Deepak Mukherjee brings 5y of ML/AI experience, most recently at Flipkart as Backend Engineer. Strong hands-on match on Information Retrieval, Deep Learning, Qdrant. Willing to relocate from Chandigarh, Chandigarh. Available in 120 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
917,CAND_0049757,0.0357,0.5068,0.1391,1.0,0.5,0.6,0.0663,0.85,none,"Kiara Sethi brings 7y of ML/AI experience, most recently at Acme Corp as Business Analyst. Strong hands-on match on Sentence Transformers, FAISS, RAG. Willing to relocate from Seattle. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
918,CAND_0021616,0.0356,0.5943,0.2634,0.6,0.4442,0.65,0.105,0.8,consulting_penalty,"Pooja Reddy brings 10y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on Kubernetes, RAG, FAISS. Based in Chennai, Tamil Nadu. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
919,CAND_0040747,0.0355,0.5461,0.2297,0.6,0.5,0.3,0.0966,0.8,none,"Atharv Saxena brings 4y of ML/AI experience, most recently at Dream11 as Data Engineer. Strong hands-on match on Elasticsearch, pgvector, RAG. Based in Trivandrum, Kerala. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
920,CAND_0073861,0.0355,0.5385,0.3293,1.0,0.3412,0.3,0.1188,0.8,consulting_penalty,"Ananya Dutta brings 7y of ML/AI experience, most recently at Wipro as Content Writer. Strong hands-on match on MLflow, Pinecone, Information Retrieval. Based in Jaipur, Rajasthan. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
921,CAND_0080038,0.0354,0.6089,0.1132,1.0,0.3937,0.3,0.1098,0.65,consulting_penalty,"Suresh Dutta brings 6y of ML/AI experience, most recently at Wayne Enterprises as Mechanical Engineer. Strong hands-on match on Docker, Pinecone, FAISS. Based in Bhubaneswar, Odisha. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
922,CAND_0064471,0.0353,0.4771,0.2181,1.0,0.4247,1.0,0.0924,1.0,consulting_penalty,"Riya Khanna brings 7y of ML/AI experience, most recently at Hooli as DevOps Engineer. Strong hands-on match on PyTorch, BM25, Kubernetes. Based in Hyderabad, Telangana. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
923,CAND_0021956,0.0352,0.5969,0.1535,0.6,0.4765,1.0,0.097,0.8,consulting_penalty,"Ananya Trivedi brings 11y of ML/AI experience, most recently at Initech as Civil Engineer. Strong hands-on match on Pinecone, Sentence Transformers, Information Retrieval. Based in Gurgaon, Haryana. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
924,CAND_0029119,0.0351,0.6274,0.1692,1.0,0.5,0.85,0.0782,0.8,none,"Shreya Mittal brings 7y of ML/AI experience, most recently at Dunder Mifflin as Mechanical Engineer. Strong hands-on match on RAG, Information Retrieval, Pinecone. Willing to relocate from Vizag, Andhra Pradesh. Available in 150 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
925,CAND_0064470,0.0351,0.5092,0.2548,0.35,0.4516,0.65,0.1143,0.8,consulting_penalty,"Anika Sharma brings 13y of ML/AI experience, most recently at Wipro as Content Writer. Strong hands-on match on FastAPI, Docker, FAISS. Based in Bangalore, Karnataka. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity."
926,CAND_0035790,0.035,0.5451,0.1535,1.0,0.5,1.0,0.076,0.8,none,"Aadhya Sen brings 6y of ML/AI experience, most recently at Wayne Enterprises as Content Writer. Strong hands-on match on RAG, FAISS, Sentence Transformers. Based in Gurgaon, Haryana. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
927,CAND_0073633,0.035,0.5917,0.477,0.6,0.6,0.3,0.0748,0.8,none,"Vihaan Trivedi brings 4y of ML/AI experience, most recently at Yellow.ai as ML Engineer. Strong hands-on match on Elasticsearch, BM25, Weaviate. Based in Coimbatore, Tamil Nadu. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
928,CAND_0059347,0.0349,0.5986,0.1831,0.85,0.5,0.65,0.0794,0.8,none,"Siya Kumar brings 9y of ML/AI experience, most recently at Wayne Enterprises as Civil Engineer. Strong hands-on match on Sentence Transformers, RAG, Docker. Based in Kolkata, West Bengal. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
929,CAND_0013278,0.0347,0.5502,0.1811,0.6,0.3148,0.3,0.1635,0.8,consulting_penalty,"Sai Shetty brings 4y of ML/AI experience, most recently at TCS as Content Writer. Strong hands-on match on Sentence Transformers, Information Retrieval, FAISS. Based in Bhubaneswar, Odisha. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
930,CAND_0055737,0.0347,0.551,0.1309,1.0,0.45,1.0,0.0884,0.8,consulting_penalty,"Dev Agarwal brings 6y of ML/AI experience, most recently at TCS as Business Analyst. Strong hands-on match on Pinecone, Information Retrieval, RAG. Willing to relocate from Noida, Uttar Pradesh. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
931,CAND_0078669,0.0346,0.5892,0.1965,1.0,0.3767,0.3,0.0916,1.0,consulting_penalty,"Divya Khanna brings 6y of ML/AI experience, most recently at Vedantu as ML Engineer. Strong hands-on match on pgvector, MLflow, PyTorch. Based in Kochi, Kerala. Available in 120 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
932,CAND_0040346,0.0342,0.5185,0.1568,0.85,0.4493,0.3,0.0887,1.0,consulting_penalty,"Suresh Tiwari brings 5y of ML/AI experience, most recently at Globex Inc as Full Stack Developer. Strong hands-on match on Sentence Transformers, MLflow, Docker. Based in Ahmedabad, Gujarat. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
933,CAND_0031344,0.0341,0.5492,0.1885,0.6,0.4237,0.65,0.0792,1.0,consulting_penalty,"Meera Agarwal brings 9y of ML/AI experience, most recently at Pied Piper as Content Writer. Strong hands-on match on Kubernetes, Information Retrieval, RAG. Based in Chennai, Tamil Nadu. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
934,CAND_0040251,0.0341,0.5585,0.1206,1.0,0.5494,0.65,0.0706,1.0,none,"Om Iyengar brings 7y of ML/AI experience, most recently at Initech as Business Analyst. Strong hands-on match on Information Retrieval, RAG, Pinecone. Based in Bangalore, Karnataka. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
935,CAND_0075448,0.0341,0.6098,0.1338,1.0,0.5,1.0,0.0742,0.8,none,"Myra Trivedi brings 7y of ML/AI experience, most recently at Wayne Enterprises as Project Manager. Strong hands-on match on Sentence Transformers, Kubernetes, Information Retrieval. Willing to relocate from Pune, Maharashtra. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
936,CAND_0033482,0.0338,0.6236,0.1482,0.1,0.5,1.0,0.0926,0.8,none,"Ira Gupta brings 2y of ML/AI experience, most recently at Acme Corp as Project Manager. Strong hands-on match on RAG, FastAPI, FAISS. Willing to relocate from Chennai, Tamil Nadu. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
937,CAND_0097037,0.0338,0.6217,0.4042,1.0,0.6,0.6,0.0616,0.8,none,"Anil Banerjee brings 6y of ML/AI experience, most recently at Verloop.io as AI Research Engineer. Strong hands-on match on PyTorch, BM25, MLflow. Willing to relocate from Toronto. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
938,CAND_0000576,0.0335,0.5392,0.1601,1.0,0.2939,0.3,0.1561,0.8,consulting_penalty,"Om Reddy brings 6y of ML/AI experience, most recently at Infosys as Content Writer. Strong hands-on match on Information Retrieval, FAISS, RAG. Based in Bhubaneswar, Odisha. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
939,CAND_0042008,0.0335,0.5801,0.3864,0.85,0.4067,1.0,0.0731,1.0,consulting_penalty,"Tanya Saxena brings 5y of ML/AI experience, most recently at Dream11 as ML Engineer. Strong hands-on match on RAG, PyTorch, Deep Learning. Willing to relocate from Hyderabad, Telangana. Available in 90 days · Active GitHub contributor. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
940,CAND_0044279,0.0335,0.588,0.1918,1.0,0.3265,1.0,0.1103,0.8,consulting_penalty,"Ishaan Naidu brings 7y of ML/AI experience, most recently at TCS as Mechanical Engineer. Strong hands-on match on Docker, RAG, Information Retrieval. Based in Hyderabad, Telangana. Available in 150 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
941,CAND_0044768,0.0335,0.5791,0.135,1.0,0.5256,1.0,0.0578,1.0,none,"Rohan Dutta brings 6y of ML/AI experience, most recently at Acme Corp as Mechanical Engineer. Strong hands-on match on Information Retrieval, RAG, Sentence Transformers. Based in Pune, Maharashtra. Available in 60 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity."
942,CAND_0008795,0.0334,0.6272,0.1325,0.6,0.5,1.0,0.0808,0.65,none,"Ananya Mittal brings 4y of ML/AI experience, most recently at Stark Industries as Civil Engineer. Strong hands-on match on Pinecone, RAG, Sentence Transformers. Based in Gurgaon, Haryana. Available in 90 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
943,CAND_0052722,0.0334,0.632,0.1432,0.35,0.5512,1.0,0.0918,0.8,consulting_penalty,"Advaith Saxena brings 3y of ML/AI experience, most recently at Hooli as Civil Engineer. Strong hands-on match on RAG, FAISS, Pinecone. Based in Pune, Maharashtra. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, longer notice period."
944,CAND_0042429,0.0333,0.633,0.0885,0.35,0.2829,0.3,0.201,0.8,consulting_penalty,"Divya Arora brings 12y of ML/AI experience, most recently at Wipro as Civil Engineer. Strong hands-on match on Information Retrieval, Docker, Pinecone. Based in Indore, Madhya Pradesh. Available in 60 days. Note: includes consulting history, lower recruiter responsiveness."
945,CAND_0064168,0.0332,0.6198,0.1597,0.6,0.3846,1.0,0.118,0.8,consulting_penalty,"Shreya Goyal brings 12y of ML/AI experience, most recently at Wipro as Civil Engineer. Strong hands-on match on RAG, Sentence Transformers, Pinecone. Willing to relocate from Chennai, Tamil Nadu. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
946,CAND_0099269,0.033,0.6658,0.1428,0.85,0.5615,1.0,0.0653,1.0,none,"Ishaan Singh brings 5y of ML/AI experience, most recently at BYJU'S as Data Scientist. Strong hands-on match on Qdrant, Elasticsearch, MLflow. Willing to relocate from Noida, Uttar Pradesh. Available in 120 days. Note: lower recruiter responsiveness, longer notice period."
947,CAND_0003290,0.0329,0.6099,0.2218,0.85,0.5657,0.3,0.0804,0.8,none,"Siya Mehta brings 5y of ML/AI experience, most recently at Verloop.io as Computer Vision Engineer. Strong hands-on match on TensorFlow, Weaviate, Pinecone. Based in Coimbatore, Tamil Nadu. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
948,CAND_0069220,0.0328,0.6488,0.2432,0.85,0.553,0.3,0.0765,0.8,none,"Pranav Sen brings 5y of ML/AI experience, most recently at Paytm as ML Engineer. Strong hands-on match on FAISS, Qdrant, Information Retrieval. Based in Jaipur, Rajasthan. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
949,CAND_0016695,0.0327,0.6382,0.0774,0.85,0.5,0.85,0.077,0.8,none,"Shaurya Menon brings 5y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on Sentence Transformers, Information Retrieval, FastAPI. Willing to relocate from Ahmedabad, Gujarat. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
950,CAND_0054377,0.0326,0.678,0.4944,0.6,0.5148,0.3,0.0555,1.0,none,"Tanvi Mittal brings 4y of ML/AI experience, most recently at Saarthi.ai as AI Research Engineer. Strong hands-on match on Deep Learning, Milvus, MLflow. Based in Bhubaneswar, Odisha. Available in 120 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
951,CAND_0078137,0.0326,0.585,0.1679,0.35,0.3452,0.6,0.1361,0.8,consulting_penalty,"Ved Agarwal brings 13y of ML/AI experience, most recently at Dunder Mifflin as Civil Engineer. Strong hands-on match on FastAPI, Sentence Transformers, Information Retrieval. Willing to relocate from London. Available in 90 days. Note: includes consulting history, lower recruiter responsiveness, recent inactivity, longer notice period."
952,CAND_0007499,0.0325,0.542,0.1301,0.6,0.2882,0.6,0.1368,1.0,consulting_penalty,"Dev Ghosh brings 4y of ML/AI experience, most recently at Wipro as Content Writer. Strong hands-on match on FastAPI, Information Retrieval, Pinecone. Willing to relocate from Sydney. Available in 90 days · Active GitHub contributor. Note: includes consulting history, recent inactivity, longer notice period."
953,CAND_0074037,0.0324,0.5452,0.1436,0.6,0.5484,1.0,0.0663,1.0,none,"Mira Agarwal brings 10y of ML/AI experience, most recently at Wayne Enterprises as Business Analyst. Strong hands-on match on Information Retrieval, Sentence Transformers, RAG. Willing to relocate from Noida, Uttar Pradesh. Available in 150 days · Active GitHub contributor. Note: lower recruiter responsiveness, recent inactivity, longer notice period."
954,CAND_0082910,0.0323,0.6688,0.3732,0.6,0.5259,0.3,0.0707,0.65,none,"Aanya Kumar brings 4y of ML/AI experience, most recently at Wysa as AI Specialist. Strong hands-on match on Weaviate, PyTorch, RAG. Based in Chandigarh, Chandigarh. Available in 120 days. Note: lower recruiter responsiveness, recent inactivity, longer notice period, incomplete profile details."
